,회사명,종목코드,업종
1958,뷰노,338220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
1959,비나텍,126340,일차전지 및 축전지 제조업
1960,빅솔론,093190,컴퓨터 및 주변장치 제조업
1961,삼목에스폼,018310,"구조용 금속제품, 탱크 및 증기발생기 제조업"
1962,삼성스팩2호,291230,금융 지원 서비스업
1963,상상인,038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
1964,상신전자,263810,전자부품 제조업
1965,서진시스템,178320,통신 및 방송 장비 제조업
1966,서플러스글로벌,140070,기계장비 및 관련 물품 도매업
1967,서희건설,035890,건물 건설업
1968,선익시스템,171090,특수 목적용 기계 제조업
1969,성광벤드,014620,1차 철강 제조업
1970,세미콘라이트,214310,반도체 제조업
1971,소프트센,032680,기계장비 및 관련 물품 도매업
1972,스타모빌리티,158310,특수 목적용 기계 제조업
1973,신진에스엠,138070,기타 금속 가공제품 제조업
1974,심텍홀딩스,036710,통신 및 방송 장비 제조업
1975,쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업
1976,씨티케이코스메틱스,260930,기타 화학제품 제조업
1977,아모그린텍,125210,전자부품 제조업
1978,아미노로직스,074430,기타 전문 도매업
1979,아바텍,149950,전자부품 제조업
1980,아이디스,143160,통신 및 방송 장비 제조업
1981,아이비김영,339950,일반 교습 학원
1982,아이앤씨,052860,반도체 제조업
1983,아이에스이커머스,069920,무점포 소매업
1984,아이엠,101390,전자부품 제조업
1985,아이엠텍,226350,전자부품 제조업
1986,아진엑스텍,059120,반도체 제조업
1987,아톤,158430,소프트웨어 개발 및 공급업
1988,알엔투테크놀로지,148250,전자부품 제조업
1989,압타머사이언스,291650,자연과학 및 공학 연구개발업
1990,액토즈소프트,052790,소프트웨어 개발 및 공급업
1991,앤씨앤,092600,반도체 제조업
1992,에스디시스템,121890,전자부품 제조업
1993,에스엠,041510,오디오물 출판 및 원판 녹음업
1994,에스제이케이,080440,기타 전문 도매업
1995,에스티아이,039440,특수 목적용 기계 제조업
1996,에이치엘비제약,047920,자연과학 및 공학 연구개발업
1997,에이치케이,044780,특수 목적용 기계 제조업
1998,에이텍,045660,컴퓨터 및 주변장치 제조업
1999,에코프로,086520,기타 화학제품 제조업
2000,에코프로비엠,247540,일차전지 및 축전지 제조업
2001,엔비티,236810,광고업
2002,엔에스엔,031860,상품 종합 도매업
2003,엔에이치스팩17호,359090,금융 지원 서비스업
2004,엔에이치스팩18호,365590,금융 지원 서비스업
2005,엘앤에프,066970,일차전지 및 축전지 제조업
2006,오로스테크놀로지,322310,특수 목적용 기계 제조업
2007,오리엔탈정공,014940,일반 목적용 기계 제조업
2008,오리콤,010470,광고업
2009,오스템,031510,자동차 신품 부품 제조업
2010,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2011,우리로,046970,기타 전문 도매업
2012,우정바이오,215380,자연과학 및 공학 연구개발업
2013,원방테크,053080,일반 목적용 기계 제조업
2014,원익홀딩스,030530,기타 금융업
2015,원풍물산,008290,봉제의복 제조업
2016,월덱스,101160,전자부품 제조업
2017,웰크론한텍,076080,건물 건설업
2018,웹스,196700,합성고무 및 플라스틱 물질 제조업
2019,윙입푸드,900340,기타 금융업
2020,유니셈,036200,특수 목적용 기계 제조업
2021,유니트론텍,142210,자동차 부품 및 내장품 판매업
2022,유일에너테크,340930,특수 목적용 기계 제조업
2023,유진기업,023410,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2024,유진로봇,056080,특수 목적용 기계 제조업
2025,이노와이즈,086250,특수 목적용 기계 제조업
2026,이노인스트루먼트,215790,통신 및 방송 장비 제조업
2027,이라이콤,041520,상품 중개업
2028,이베스트투자증권,078020,금융 지원 서비스업
2029,이엑스티,226360,토목 건설업
2030,이엠텍,091120,전자부품 제조업
2031,이원컴포텍,088290,자동차 신품 부품 제조업
2032,이지웰,090850,소프트웨어 개발 및 공급업
2033,이크레더블,092130,기타 정보 서비스업
2034,이화전기,024810,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2035,인트로메딕,150840,의료용 기기 제조업
2036,인트론바이오,048530,기초 의약물질 및 생물학적 제제 제조업
2037,인포마크,175140,통신 및 방송 장비 제조업
2038,인프라웨어,041020,소프트웨어 개발 및 공급업
2039,일야,058450,통신 및 방송 장비 제조업
2040,일진파워,094820,전기 및 통신 공사업
2041,제노포커스,187420,기초 의약물질 및 생물학적 제제 제조업
2042,제닉,123330,기타 화학제품 제조업
2043,제룡산업,147830,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2044,젠큐릭스,229000,의료용품 및 기타 의약 관련제품 제조업
2045,중앙에너비스,000440,기타 전문 도매업
2046,지엘팜텍,204840,자연과학 및 공학 연구개발업
2047,진매트릭스,109820,자연과학 및 공학 연구개발업
2048,창해에탄올,004650,알코올음료 제조업
2049,청보산업,013720,자동차 신품 부품 제조업
2050,컬러레이,900310,기타 금융업
2051,케어랩스,263700,소프트웨어 개발 및 공급업
2052,케어젠,214370,기초 의약물질 및 생물학적 제제 제조업
2053,케이엔제이,272110,특수 목적용 기계 제조업
2054,케이엠,083550,기타 섬유제품 제조업
2055,케이엠제약,225430,기타 화학제품 제조업
2056,케이프,064820,선박 및 보트 건조업
2057,켐트로닉스,089010,기타 화학제품 제조업
2058,켐트로스,220260,기타 화학제품 제조업
2059,코리아에프티,123410,자동차 신품 부품 제조업
2060,코센,009730,1차 철강 제조업
2061,코퍼스코리아,322780,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2062,큐로홀딩스,051780,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2063,탑엔지니어링,065130,특수 목적용 기계 제조업
2064,티피씨글로벌,130740,자동차 신품 부품 제조업
2065,파크시스템스,140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2066,파트론,091700,전자부품 제조업
2067,팬젠,222110,의약품 제조업
2068,포인트엔지니어링,256630,기타 금속 가공제품 제조업
2069,포티스,141020,무점포 소매업
2070,플랜티넷,075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2071,피앤씨테크,237750,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2072,피엔에이치테크,239890,기초 화학물질 제조업
2073,하나머스트제6호스팩,307160,금융 지원 서비스업
2074,하림지주,003380,기타 금융업
2075,하이제5호스팩,340120,금융 지원 서비스업
2076,하이텍팜,106190,기타 전문 도매업
2077,한국가구,004590,생활용품 도매업
2078,한국정밀기계,101680,특수 목적용 기계 제조업
2079,한국팩키지,037230,"골판지, 종이 상자 및 종이용기 제조업"
2080,한빛소프트,047080,소프트웨어 개발 및 공급업
2081,한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업
2082,한일진공,123840,특수 목적용 기계 제조업
2083,현대통신,039010,통신 및 방송 장비 제조업
2084,휘닉스소재,050090,전자부품 제조업
2085,휴림로봇,090710,특수 목적용 기계 제조업
2086,KC산업,112190,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2087,나우코스,257990,기타 화학제품 제조업
2088,노브메타파마,229500,자연과학 및 공학 연구개발업
2089,대동고려삼,178600,기타 식품 제조업
2090,더콘텐츠온,302920,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2091,도부마스크,227420,기타 전문 도매업
2092,루트락,253610,기타 전문 도매업
2093,볼빅,206950,운동 및 경기용구 제조업
2094,뿌리깊은나무들,266170,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2095,스템랩,258540,자연과학 및 공학 연구개발업
2096,시그넷이브이,260870,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2097,시큐센,232830,소프트웨어 개발 및 공급업
2098,씨엔티드림,286000,기타 화학제품 제조업
2099,아이피몬스터,223220,소프트웨어 개발 및 공급업
2100,에스엔피제네틱스,086460,자연과학 및 공학 연구개발업
2101,에이비온,203400,자연과학 및 공학 연구개발업
2102,에이스캠퍼,322190,자동차 차체 및 트레일러 제조업
2103,엔솔바이오사이언스,140610,자연과학 및 공학 연구개발업
2104,인터코스,240340,기타 화학제품 제조업
2105,질경이,233990,기타 화학제품 제조업
2106,크로넥스,215570,자연과학 및 공학 연구개발업
2107,파마리서치바이오,217950,의약품 제조업
2108,피노텍,150440,소프트웨어 개발 및 공급업
2109,BYC,001460,봉제의복 제조업
2110,DB손해보험,005830,보험업
2111,GS,078930,기타 금융업
2112,HMM,011200,해상 운송업
2113,JB금융지주,175330,기타 금융업
2114,JW생명과학,234080,의약품 제조업
2115,JW홀딩스,096760,기타 금융업
2116,LS네트웍스,000680,상품 종합 도매업
2117,NH투자증권,005940,금융 지원 서비스업
2118,SK,034730,기타 금융업
2119,SK디스커버리,006120,기타 금융업
2120,강남제비스코,000860,기타 화학제품 제조업
2121,경동나비엔,009450,가정용 기기 제조업
2122,계양전기,012200,일반 목적용 기계 제조업
2123,광명전기,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2124,교촌에프앤비,339770,음·식료품 및 담배 도매업
2125,그린케미칼,083420,기타 화학제품 제조업
2126,금호석유화학,011780,기초 화학물질 제조업
2127,금호에이치티,214330,자동차 신품 부품 제조업
2128,깨끗한나라,004540,"펄프, 종이 및 판지 제조업"
2129,노루홀딩스,000320,기타 금융업
2130,대동공업,000490,특수 목적용 기계 제조업
2131,대상홀딩스,084690,기타 금융업
2132,대성에너지,117580,연료용 가스 제조 및 배관공급업
2133,대우부품,009320,자동차 신품 부품 제조업
2134,대우조선해양,042660,선박 및 보트 건조업
2135,대창단조,015230,자동차 신품 부품 제조업
2136,대현,016090,봉제의복 제조업
2137,동성화학,005190,기초 화학물질 제조업
2138,동아지질,028100,기반조성 및 시설물 축조관련 전문공사업
2139,동일고무벨트,163560,고무제품 제조업
2140,동일산업,004890,1차 철강 제조업
2141,두올,016740,자동차 신품 부품 제조업
2142,드림텍,192650,전자부품 제조업
2143,롯데지주,004990,기타 금융업
2144,모나리자,012690,기타 종이 및 판지 제품 제조업
2145,무림페이퍼,009200,"펄프, 종이 및 판지 제조업"
2146,미래산업,025560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2147,보해양조,000890,알코올음료 제조업
2148,비케이탑스,030790,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2149,빅히트,352820,오디오물 출판 및 원판 녹음업
2150,삼성물산,028260,기타 전문 도매업
2151,삼양사,145990,기타 식품 제조업
2152,삼화콘덴서공업,001820,전자부품 제조업
2153,상신브레이크,041650,자동차 신품 부품 제조업
2154,서울도시가스,017390,연료용 가스 제조 및 배관공급업
2155,성안,011300,직물직조 및 직물제품 제조업
2156,세원셀론텍,091090,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2157,신흥,004080,기계장비 및 관련 물품 도매업
2158,쎌마테라퓨틱스,015540,기타 사업지원 서비스업
2159,씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2160,에스원,012750,"경비, 경호 및 탐정업"
2161,에스케이바이오팜,326030,자연과학 및 공학 연구개발업
2162,에쓰씨엔지니어링,023960,토목 건설업
2163,에이프로젠제약,003060,의약품 제조업
2164,엘에스일렉트릭,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2165,영풍제지,006740,"골판지, 종이 상자 및 종이용기 제조업"
2166,예스코홀딩스,015360,기타 금융업
2167,우리들제약,004720,의약품 제조업
2168,우리종금,010050,기타 금융업
2169,우진아이엔에스,010400,건물설비 설치 공사업
2170,웅진씽크빅,095720,초등 교육기관
2171,유수홀딩스,000700,회사 본부 및 경영 컨설팅 서비스업
2172,유엔젤,072130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
2173,율촌화학,008730,플라스틱제품 제조업
2174,이지스레지던스리츠,350520,부동산 임대 및 공급업
2175,이화산업,000760,기타 전문 도매업
2176,인팩,023810,자동차 신품 부품 제조업
2177,일신방직,003200,방적 및 가공사 제조업
2178,일진디스플,020760,반도체 제조업
2179,일진머티리얼즈,020150,전자부품 제조업
2180,잇츠한불,226320,기타 화학제품 제조업
2181,제주은행,006220,은행 및 저축기관
2182,제주항공,089590,항공 여객 운송업
2183,종근당,185750,의약품 제조업
2184,진양홀딩스,100250,플라스틱제품 제조업
2185,진흥기업,002780,토목 건설업
2186,천일고속,000650,육상 여객 운송업
2187,체시스,033250,자동차 신품 부품 제조업
2188,카프로,006380,기초 화학물질 제조업
2189,케이티앤지,033780,담배 제조업
2190,태영건설,009410,토목 건설업
2191,풍산,103140,1차 비철금속 제조업
2192,하나금융지주,086790,기타 금융업
2193,한국가스공사,036460,연료용 가스 제조 및 배관공급업
2194,한국전력공사,015760,전기업
2195,한국콜마,161890,기타 화학제품 제조업
2196,한성기업,003680,수산물 가공 및 저장 처리업
2197,한세예스24홀딩스,016450,봉제의복 제조업
2198,한일시멘트,300720,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2199,한일홀딩스,003300,"시멘트, 석회, 플라스터 및 그 제품 제조업"
2200,한전KPS,051600,전기 및 통신 공사업
2201,한진칼,180640,항공 여객 운송업
2202,한창,005110,기계장비 및 관련 물품 도매업
2203,현대그린푸드,005440,종합 소매업
2204,현대로템,064350,철도장비 제조업
2205,현대미포조선,010620,선박 및 보트 건조업
2206,현대위아,011210,자동차 신품 부품 제조업
2207,현대종합상사,011760,상품 종합 도매업
2208,화신,010690,자동차 신품 부품 제조업
2209,휴켐스,069260,기타 화학제품 제조업
2210,흥국화재,000540,보험업
2211,AP시스템,265520,특수 목적용 기계 제조업
2212,AP위성,211270,통신 및 방송 장비 제조업
2213,GRT,900290,기타 금융업
2214,ITX-AI,099520,영상 및 음향기기 제조업
2215,MP그룹,065150,음·식료품 및 담배 도매업
2216,OQP,078590,자동차 신품 부품 제조업
2217,PI첨단소재,178920,플라스틱제품 제조업
2218,S&K폴리텍,091340,전자부품 제조업
2219,SCI평가정보,036120,기타 정보 서비스업
2220,SFA반도체,036540,반도체 제조업
2221,SGC이테크건설,016250,건물 건설업
2222,THE E&M,089230,기타 정보 서비스업
2223,THE MIDONG,161570,영상 및 음향기기 제조업
2224,TJ미디어,032540,영상 및 음향기기 제조업
2225,YTN,040300,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2226,골프존뉴딘홀딩스,121440,상품 중개업
2227,교보10호기업인수목적,355150,기타 금융업
2228,글로벌에스엠,900070,기타 금융업
2229,금화피에스시,036190,전기 및 통신 공사업
2230,까스텔바작,308100,"섬유, 의복, 신발 및 가죽제품 소매업"
2231,네오이뮨텍,950220,자연과학 및 공학 연구개발업
2232,네온테크,306620,특수 목적용 기계 제조업
2233,녹십자랩셀,144510,"그외 기타 전문, 과학 및 기술 서비스업"
2234,녹십자웰빙,234690,의약품 제조업
2235,농우바이오,054050,작물 재배업
2236,누리플랜,069140,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2237,뉴트리,270870,기타 식품 제조업
2238,다나와,119860,소프트웨어 개발 및 공급업
2239,다믈멀티미디어,093640,반도체 제조업
2240,다우데이타,032190,기계장비 및 관련 물품 도매업
2241,대동스틸,048470,1차 철강 제조업
2242,대신밸런스제8호스팩,336570,금융 지원 서비스업
2243,더네이쳐홀딩스,298540,"섬유, 의복, 신발 및 가죽제품 소매업"
2244,데이타솔루션,263800,기계장비 및 관련 물품 도매업
2245,덱스터,206560,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2246,도이치모터스,067990,자동차 판매업
2247,동국산업,005160,1차 철강 제조업
2248,동원개발,013120,건물 건설업
2249,동일금속,109860,금속 주조업
2250,동화기업,025900,나무제품 제조업
2251,드래곤플라이,030350,소프트웨어 개발 및 공급업
2252,드림시큐리티,203650,소프트웨어 개발 및 공급업
2253,디딤,217620,음식점업
2254,디지캡,197140,소프트웨어 개발 및 공급업
2255,디지탈옵틱,106520,사진장비 및 광학기기 제조업
2256,라이프시맨틱스,347700,소프트웨어 개발 및 공급업
2257,로보티즈,108490,특수 목적용 기계 제조업
2258,로체시스템즈,071280,특수 목적용 기계 제조업
2259,루멘스,038060,반도체 제조업
2260,루트로닉,085370,의료용 기기 제조업
2261,리노공업,058470,전자부품 제조업
2262,마이더스AI,222810,소프트웨어 개발 및 공급업
2263,마이크로디지탈,305090,의료용 기기 제조업
2264,매커스,093520,기계장비 및 관련 물품 도매업
2265,메디아나,041920,의료용 기기 제조업
2266,모바일리더,100030,소프트웨어 개발 및 공급업
2267,미래생명자원,218150,동물용 사료 및 조제식품 제조업
2268,바른손,018700,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2269,바른전자,064520,반도체 제조업
2270,배럴,267790,봉제의복 제조업
2271,백금T&A,046310,통신 및 방송 장비 제조업
2272,버킷스튜디오,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2273,보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2274,브이원텍,251630,특수 목적용 기계 제조업
2275,브이티지엠피,018290,컴퓨터 및 주변장치 제조업
2276,비비씨,318410,그외 기타 제품 제조업
2277,비씨월드제약,200780,의약품 제조업
2278,비아트론,141000,특수 목적용 기계 제조업
2279,비츠로시스,054220,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2280,빛샘전자,072950,전자부품 제조업
2281,삼기,122350,자동차 신품 부품 제조업
2282,삼영이엔씨,065570,통신 및 방송 장비 제조업
2283,상상인이안제2호스팩,329560,금융 지원 서비스업
2284,상상인인더스트리,101000,특수 목적용 기계 제조업
2285,서남,294630,기타 전기장비 제조업
2286,서울리거,043710,기타 전문 도매업
2287,서전기전,189860,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
2288,성우전자,081580,통신 및 방송 장비 제조업
2289,세동,053060,자동차 신품 부품 제조업
2290,셀트리온헬스케어,091990,기타 전문 도매업
2291,솔브레인홀딩스,036830,기타 화학제품 제조업
2292,솔트룩스,304100,소프트웨어 개발 및 공급업
2293,쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업"
2294,수성,084180,일반 목적용 기계 제조업
2295,슈프리마아이디,317770,전자부품 제조업
2296,스포츠서울,039670,"서적, 잡지 및 기타 인쇄물 출판업"
2297,신신제약,002800,의약품 제조업
2298,신영스팩6호,344050,금융 지원 서비스업
2299,신일제약,012790,의약품 제조업
2300,싸이맥스,160980,특수 목적용 기계 제조업
2301,쏠리드,050890,통신 및 방송 장비 제조업
2302,씨아이에스,222080,특수 목적용 기계 제조업
2303,씨에스베어링,297090,일반 목적용 기계 제조업
2304,아난티,025980,일반 및 생활 숙박시설 운영업
2305,아바코,083930,특수 목적용 기계 제조업
2306,아세아텍,050860,특수 목적용 기계 제조업
2307,아스트,067390,"항공기,우주선 및 부품 제조업"
2308,아이스크림에듀,289010,"서적, 잡지 및 기타 인쇄물 출판업"
2309,아이엠이연이,090740,전자부품 제조업
2310,아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업"
2311,아이티엠반도체,084850,전자부품 제조업
2312,알로이스,297570,통신 및 방송 장비 제조업
2313,알리코제약,260660,의료용품 및 기타 의약 관련제품 제조업
2314,양지사,030960,인쇄 및 인쇄관련 산업
2315,얼라인드,238120,사진장비 및 광학기기 제조업
2316,에스씨디,042110,가정용 기기 제조업
2317,에스아이리소스,065420,석탄 광업
2318,에스에프에이,056190,특수 목적용 기계 제조업
2319,에스텍,069510,영상 및 음향기기 제조업
2320,에스폴리텍,050760,플라스틱제품 제조업
2321,에스피시스템스,317830,특수 목적용 기계 제조업
2322,에이디테크놀로지,200710,반도체 제조업
2323,에이에프더블류,312610,일차전지 및 축전지 제조업
2324,에이치시티,072990,기타 과학기술 서비스업
2325,에이치엘비생명과학,067630,"건축기술, 엔지니어링 및 관련 기술 서비스업"
2326,에이치엠씨제5호스팩,353060,금융 지원 서비스업
2327,에이트원,230980,소프트웨어 개발 및 공급업
2328,에치에프알,230240,통신 및 방송 장비 제조업
2329,엔에이치스팩16호,353190,금융 지원 서비스업
2330,엔젠바이오,354200,"그외 기타 전문, 과학 및 기술 서비스업"
2331,엔투텍,227950,특수 목적용 기계 제조업
2332,엔피케이,048830,합성고무 및 플라스틱 물질 제조업
2333,엘티씨,170920,기초 화학물질 제조업
2334,엠투엔,033310,기타 금속 가공제품 제조업
2335,영우디에스피,143540,특수 목적용 기계 제조업
2336,영풍정밀,036560,일반 목적용 기계 제조업
2337,예선테크,250930,플라스틱제품 제조업
2338,오로라,039830,전문디자인업
2339,오리엔트정공,065500,자동차 신품 부품 제조업
2340,오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2341,오스코텍,039200,의약품 제조업
2342,오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2343,올릭스,226950,자연과학 및 공학 연구개발업
2344,옴니시스템,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2345,우리산업,215360,자동차 신품 부품 제조업
2346,우리이앤엘,153490,반도체 제조업
2347,우원개발,046940,기반조성 및 시설물 축조관련 전문공사업
2348,위즈코프,038620,연료 소매업
2349,윈팩,097800,반도체 제조업
2350,유비케어,032620,소프트웨어 개발 및 공급업
2351,유앤아이,056090,의료용 기기 제조업
2352,유진스팩4호,321260,금융 지원 서비스업
2353,이노메트리,302430,특수 목적용 기계 제조업
2354,이노테라피,246960,의료용품 및 기타 의약 관련제품 제조업
2355,이루다,164060,의료용 기기 제조업
2356,이베스트이안스팩1호,323210,금융 지원 서비스업
2357,이씨에스,067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
2358,이엔드디,101360,기타 화학제품 제조업
2359,이오테크닉스,039030,특수 목적용 기계 제조업
2360,인바이오,352940,"비료, 농약 및 살균, 살충제 제조업"
2361,인터로조,119610,의료용 기기 제조업
2362,인화정공,101930,선박 및 보트 건조업
2363,자연과환경,043910,환경 정화 및 복원업
2364,정산애강,022220,플라스틱제품 제조업
2365,제이브이엠,054950,일반 목적용 기계 제조업
2366,제이엔케이히터,126880,일반 목적용 기계 제조업
2367,제일테크노스,038010,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2368,제테마,216080,의료용품 및 기타 의약 관련제품 제조업
2369,젬백스,082270,특수 목적용 기계 제조업
2370,지노믹트리,228760,의료용품 및 기타 의약 관련제품 제조업
2371,지어소프트,051160,소프트웨어 개발 및 공급업
2372,지에스이,053050,연료용 가스 제조 및 배관공급업
2373,진양제약,007370,의약품 제조업
2374,차바이오텍,085660,기초 의약물질 및 생물학적 제제 제조업
2375,천랩,311690,자연과학 및 공학 연구개발업
2376,청담러닝,096240,일반 교습 학원
2377,캔서롭,180400,기타 과학기술 서비스업
2378,케이맥,043290,특수 목적용 기계 제조업
2379,케이엘넷,039420,전기 통신업
2380,케이프이에스제4호,347140,기타 금융업
2381,코나아이,052400,소프트웨어 개발 및 공급업
2382,코너스톤네트웍스,033110,종합 소매업
2383,코렌텍,104540,의료용 기기 제조업
2384,코리아나,027050,기타 화학제품 제조업
2385,코오롱티슈진,950160,기초 의약물질 및 생물학적 제제 제조업
2386,코윈테크,282880,특수 목적용 기계 제조업
2387,코콤,015710,통신 및 방송 장비 제조업
2388,퀀타매트릭스,317690,의료용 기기 제조업
2389,큐에스아이,066310,반도체 제조업
2390,클라우드에어,036170,반도체 제조업
2391,테스,095610,특수 목적용 기계 제조업
2392,텔레칩스,054450,반도체 제조업
2393,텔레필드,091440,통신 및 방송 장비 제조업
2394,톱텍,108230,특수 목적용 기계 제조업
2395,티플랙스,081150,기타 금속 가공제품 제조업
2396,파이오링크,170790,통신 및 방송 장비 제조업
2397,포비스티앤씨,016670,기타 전문 도매업
2398,포스코엠텍,009520,1차 철강 제조업
2399,포시에스,189690,소프트웨어 개발 및 공급업
2400,푸른기술,094940,컴퓨터 및 주변장치 제조업
2401,퓨전,195440,소프트웨어 개발 및 공급업
2402,프럼파스트,035200,플라스틱제품 제조업
2403,프레스티지바이오로직스,334970,의약품 제조업
2404,플리토,300080,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
2405,피엔케이피부임상연구센타,347740,"그외 기타 전문, 과학 및 기술 서비스업"
2406,피제이전자,006140,의료용 기기 제조업
2407,하림,136480,"도축, 육류 가공 및 저장 처리업"
2408,하이록코리아,013030,1차 철강 제조업
2409,하이비젼시스템,126700,사진장비 및 광학기기 제조업
2410,하츠,066130,가정용 기기 제조업
2411,한국9호스팩,368770,금융 지원 서비스업
2412,한국정보공학,039740,기타 전문 도매업
2413,한네트,052600,전기 통신업
2414,한라IMS,092460,선박 및 보트 건조업
2415,한양이엔지,045100,"건축기술, 엔지니어링 및 관련 기술 서비스업"
2416,해성옵틱스,076610,사진장비 및 광학기기 제조업
2417,행남사,008800,기타 식품 제조업
2418,홈센타홀딩스,060560,기타 전문 도매업
2419,힘스,238490,특수 목적용 기계 제조업
2420,SGA클라우드서비스,224880,소프트웨어 개발 및 공급업
2421,관악산업,076340,기반조성 및 시설물 축조관련 전문공사업
2422,나라소프트,288490,소프트웨어 개발 및 공급업
2423,메디젠휴먼케어,236340,자연과학 및 공학 연구개발업
2424,엄지하우스,224810,실내건축 및 건축마무리 공사업
2425,에스케이씨에스,224020,플라스틱제품 제조업
2426,에이펙스인텍,207490,전구 및 조명장치 제조업
2427,원텍,216280,의료용 기기 제조업
2428,원포유,122830,전기 통신업
2429,위월드,140660,통신 및 방송 장비 제조업
2430,이노진,344860,기타 화학제품 제조업
2431,지앤이헬스케어,299480,기타 섬유제품 제조업
2432,코셋,189350,통신 및 방송 장비 제조업
2433,툴젠,199800,자연과학 및 공학 연구개발업
2434,플럼라인생명과학,222670,자연과학 및 공학 연구개발업
2435,한국미라클피플사,331660,기타 화학제품 제조업
2436,휴벡셀,212310,의료용 기기 제조업
